0,1,2,3,4,5,6
"{'key': 'rank', 'value': '992'}","{'key': 'fullName', 'value': 'Valhi, Inc.'}","{'key': 'revenues', 'value': '1651.20'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Dallas'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Valhi, Inc.'}"
"{'key': 'rank', 'value': '993'}","{'key': 'fullName', 'value': 'Public Storage, Inc.'}","{'key': 'revenues', 'value': '1646.70'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Glendale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Public Storage, Inc.'}"
"{'key': 'rank', 'value': '990'}","{'key': 'fullName', 'value': 'Compass Diversified Holdings'}","{'key': 'revenues', 'value': '1657.60'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Westport'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Compass Diversified Holdings'}"
"{'key': 'rank', 'value': '991'}","{'key': 'fullName', 'value': 'salesforce.com, inc.'}","{'key': 'revenues', 'value': '1657.10'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'San Francisco'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'salesforce.com, inc.'}"
"{'key': 'rank', 'value': '988'}","{'key': 'fullName', 'value': 'The Cheesecake Factory Incorporated'}","{'key': 'revenues', 'value': '1659.40'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Calabasas Hills'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Cheesecake Factory Incorporated'}"
"{'key': 'rank', 'value': '989'}","{'key': 'fullName', 'value': 'Arkansas Best Corporation'}","{'key': 'revenues', 'value': '1657.90'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Fort Smith'}","{'key': 'hqState', 'value': 'AR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arkansas Best Corporation'}"
"{'key': 'rank', 'value': '986'}","{'key': 'fullName', 'value': 'Lincare Holdings Inc.'}","{'key': 'revenues', 'value': '1669.20'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'Clearwater'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lincare Holdings Inc.'}"
"{'key': 'rank', 'value': '987'}","{'key': 'fullName', 'value': 'SRA International, Inc.'}","{'key': 'revenues', 'value': '1666.60'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqCity', 'value': 'Fairfax'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SRA International, Inc.'}"
"{'key': 'rank', 'value': '984'}","{'key': 'fullName', 'value': 'IAC/InterActiveCorp'}","{'key': 'revenues', 'value': '1672.80'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IAC/InterActiveCorp'}"
"{'key': 'rank', 'value': '985'}","{'key': 'fullName', 'value': 'Stewart Information Services Corporation'}","{'key': 'revenues', 'value': '1672.40'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stewart Information Services Corporation'}"
"{'key': 'rank', 'value': '982'}","{'key': 'fullName', 'value': 'The Children&#8217;s Place Retail Stores, Inc.'}","{'key': 'revenues', 'value': '1674.00'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'Secaucus'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""The Children's Place Retail Stores, Inc.""}"
"{'key': 'rank', 'value': '983'}","{'key': 'fullName', 'value': 'PNM Resources Inc.'}","{'key': 'revenues', 'value': '1673.50'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Albuquerque'}","{'key': 'hqState', 'value': 'NM'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PNM Resources Inc.'}"
"{'key': 'rank', 'value': '981'}","{'key': 'fullName', 'value': 'Belden Inc.'}","{'key': 'revenues', 'value': '1674.40'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Belden Inc.'}"
"{'key': 'rank', 'value': '979'}","{'key': 'fullName', 'value': 'Hologic, Inc.'}","{'key': 'revenues', 'value': '1679.60'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Bedford'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hologic, Inc.'}"
"{'key': 'rank', 'value': '980'}","{'key': 'fullName', 'value': 'The Dun &#038; Bradstreet Corporation'}","{'key': 'revenues', 'value': '1676.60'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Short Hills'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Dun & Bradstreet Corporation'}"
"{'key': 'rank', 'value': '977'}","{'key': 'fullName', 'value': 'TPC Group Inc.'}","{'key': 'revenues', 'value': '1688.50'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TPC Group Inc.'}"
"{'key': 'rank', 'value': '978'}","{'key': 'fullName', 'value': 'Superior Energy Services, Inc.'}","{'key': 'revenues', 'value': '1681.60'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'New Orleans'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Superior Energy Services, Inc.'}"
"{'key': 'rank', 'value': '975'}","{'key': 'fullName', 'value': 'MSC Industrial Direct Co. , Inc.'}","{'key': 'revenues', 'value': '1692.00'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Melville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MSC Industrial Direct Co. , Inc.'}"
"{'key': 'rank', 'value': '976'}","{'key': 'fullName', 'value': 'The Toro Company'}","{'key': 'revenues', 'value': '1690.40'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqCity', 'value': 'Bloomington'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Toro Company'}"
"{'key': 'rank', 'value': '973'}","{'key': 'fullName', 'value': 'John Wiley &#038; Sons, Inc.'}","{'key': 'revenues', 'value': '1699.10'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Hoboken'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'John Wiley & Sons, Inc.'}"
"{'key': 'rank', 'value': '974'}","{'key': 'fullName', 'value': 'Corrections Corporation of America'}","{'key': 'revenues', 'value': '1697.90'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Nashville'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Corrections Corporation of America'}"
"{'key': 'rank', 'value': '971'}","{'key': 'fullName', 'value': 'HNI Corporation'}","{'key': 'revenues', 'value': '1702.90'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Muscatine'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI Corporation'}"
"{'key': 'rank', 'value': '972'}","{'key': 'fullName', 'value': 'Synovus Financial Corp.'}","{'key': 'revenues', 'value': '1699.90'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Synovus Financial Corp.'}"
"{'key': 'rank', 'value': '969'}","{'key': 'fullName', 'value': 'RDA Holding Co.'}","{'key': 'revenues', 'value': '1714.00'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'RDA Holding Co.'}"
"{'key': 'rank', 'value': '970'}","{'key': 'fullName', 'value': 'Catalent Pharma Solutions, Inc.'}","{'key': 'revenues', 'value': '1711.00'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Somerset'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Catalent Pharma Solutions, Inc.'}"
"{'key': 'rank', 'value': '967'}","{'key': 'fullName', 'value': 'Endo Pharmaceuticals Holdings Inc.'}","{'key': 'revenues', 'value': '1716.20'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Chadds Ford'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Endo Pharmaceuticals Holdings Inc.'}"
"{'key': 'rank', 'value': '968'}","{'key': 'fullName', 'value': 'Amica Mutual Insurance Co.'}","{'key': 'revenues', 'value': '1715.20'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Lincoln'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amica Mutual Insurance Co.'}"
"{'key': 'rank', 'value': '966'}","{'key': 'fullName', 'value': 'Insperity, Inc.'}","{'key': 'revenues', 'value': '1719.80'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Kingwood'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Insperity, Inc.'}"
"{'key': 'rank', 'value': '964'}","{'key': 'fullName', 'value': 'J. Crew Group, Inc.'}","{'key': 'revenues', 'value': '1722.20'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'J. Crew Group, Inc.'}"
"{'key': 'rank', 'value': '965'}","{'key': 'fullName', 'value': 'Invacare Corporation'}","{'key': 'revenues', 'value': '1722.10'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Elyria'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Invacare Corporation'}"
"{'key': 'rank', 'value': '962'}","{'key': 'fullName', 'value': 'Bob Evans Farms, Inc.'}","{'key': 'revenues', 'value': '1726.80'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bob Evans Farms, Inc.'}"
"{'key': 'rank', 'value': '963'}","{'key': 'fullName', 'value': 'Total System Services, Inc.'}","{'key': 'revenues', 'value': '1725.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Total System Services, Inc.'}"
"{'key': 'rank', 'value': '959'}","{'key': 'fullName', 'value': 'The Laclede Group, Inc.'}","{'key': 'revenues', 'value': '1735.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'St. Louis'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Laclede Group, Inc.'}"
"{'key': 'rank', 'value': '960'}","{'key': 'fullName', 'value': 'Covanta Holding Corporation'}","{'key': 'revenues', 'value': '1734.80'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqCity', 'value': 'Morristown'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Covanta Holding Corporation'}"
"{'key': 'rank', 'value': '961'}","{'key': 'fullName', 'value': 'Clean Harbors, Inc.'}","{'key': 'revenues', 'value': '1731.20'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqCity', 'value': 'Norwell'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clean Harbors, Inc.'}"
"{'key': 'rank', 'value': '957'}","{'key': 'fullName', 'value': 'Carter&#8217;s, Inc.'}","{'key': 'revenues', 'value': '1749.30'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Carter's, Inc.""}"
"{'key': 'rank', 'value': '958'}","{'key': 'fullName', 'value': 'Delphi Financial Group, Inc.'}","{'key': 'revenues', 'value': '1737.20'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqCity', 'value': 'Wilmington'}","{'key': 'hqState', 'value': 'DE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Delphi Financial Group, Inc.'}"
"{'key': 'rank', 'value': '955'}","{'key': 'fullName', 'value': 'Global Payments Inc.'}","{'key': 'revenues', 'value': '1760.40'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Global Payments Inc.'}"
"{'key': 'rank', 'value': '956'}","{'key': 'fullName', 'value': 'EnergySolutions, Inc.'}","{'key': 'revenues', 'value': '1752.00'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqCity', 'value': 'Salt Lake City'}","{'key': 'hqState', 'value': 'UT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EnergySolutions, Inc.'}"
"{'key': 'rank', 'value': '953'}","{'key': 'fullName', 'value': 'Corinthian Colleges, Inc.'}","{'key': 'revenues', 'value': '1763.80'}","{'key': 'industry', 'value': 'Education'}","{'key': 'hqCity', 'value': 'Santa Ana'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Corinthian Colleges, Inc.'}"
"{'key': 'rank', 'value': '954'}","{'key': 'fullName', 'value': 'Granite Construction Incorporated'}","{'key': 'revenues', 'value': '1763.00'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Watsonville'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Granite Construction Incorporated'}"
"{'key': 'rank', 'value': '952'}","{'key': 'fullName', 'value': 'Alexander &#038; Baldwin, Inc.'}","{'key': 'revenues', 'value': '1768.00'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqCity', 'value': 'Honolulu'}","{'key': 'hqState', 'value': 'HI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alexander & Baldwin, Inc.'}"
"{'key': 'rank', 'value': '950'}","{'key': 'fullName', 'value': 'Teledyne Technologies Incorporated'}","{'key': 'revenues', 'value': '1777.90'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqCity', 'value': 'Thousand Oaks'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teledyne Technologies Incorporated'}"
"{'key': 'rank', 'value': '951'}","{'key': 'fullName', 'value': 'National Fuel Gas Company'}","{'key': 'revenues', 'value': '1770.40'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Williamsville'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'National Fuel Gas Company'}"
"{'key': 'rank', 'value': '948'}","{'key': 'fullName', 'value': 'Portland General Electric Company'}","{'key': 'revenues', 'value': '1783.00'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Portland'}","{'key': 'hqState', 'value': 'OR'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Portland General Electric Company'}"
