0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"{'key': 'rank', 'value': '339'}","{'key': 'revenues', 'value': '8023'}","{'key': 'revchange', 'value': '-3.4'}","{'key': 'profits', 'value': '610'}","{'key': 'prftchange', 'value': '-7'}","{'key': 'assets', 'value': '8842'}","{'key': 'employees', 'value': '30000'}","{'key': 'mktval', 'value': '8379'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Auburn Hills'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BorgWarner'}"
"{'key': 'rank', 'value': '338'}","{'key': 'revenues', 'value': '8072'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'profits', 'value': '615'}","{'key': 'prftchange', 'value': '15.7'}","{'key': 'assets', 'value': '9942'}","{'key': 'employees', 'value': '34100'}","{'key': 'mktval', 'value': '14118'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqcity', 'value': 'Calhoun'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mohawk Industries'}"
"{'key': 'rank', 'value': '337'}","{'key': 'revenues', 'value': '8082'}","{'key': 'revchange', 'value': '-3.8'}","{'key': 'profits', 'value': '691'}","{'key': 'prftchange', 'value': '-15.5'}","{'key': 'assets', 'value': '8089'}","{'key': 'employees', 'value': '18600'}","{'key': 'mktval', 'value': '19721'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'Camden'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Campbell Soup'}"
"{'key': 'rank', 'value': '336'}","{'key': 'revenues', 'value': '8122'}","{'key': 'revchange', 'value': '-14.5'}","{'key': 'profits', 'value': '-9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2528'}","{'key': 'employees', 'value': '16960'}","{'key': 'mktval', 'value': '1588'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'Dallas'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dean Foods'}"
"{'key': 'rank', 'value': '50'}","{'key': 'revenues', 'value': '57119'}","{'key': 'revchange', 'value': '5.5'}","{'key': 'profits', 'value': '5642'}","{'key': 'prftchange', 'value': '308.5'}","{'key': 'assets', 'value': '757388'}","{'key': 'employees', 'value': '49384'}","{'key': 'mktval', 'value': '32086'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Newark'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Prudential Financial'}"
"{'key': 'rank', 'value': '335'}","{'key': 'revenues', 'value': '8185'}","{'key': 'revchange', 'value': '20.5'}","{'key': 'profits', 'value': '139'}","{'key': 'prftchange', 'value': '10.6'}","{'key': 'assets', 'value': '2550'}","{'key': 'employees', 'value': '8700'}","{'key': 'mktval', 'value': '2028'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'industry', 'value': 'Wholesalers: Food and Grocery'}","{'key': 'hqcity', 'value': 'Providence'}","{'key': 'hqstate', 'value': 'RI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Natural Foods'}"
"{'key': 'rank', 'value': '334'}","{'key': 'revenues', 'value': '8209'}","{'key': 'revchange', 'value': '-2.5'}","{'key': 'profits', 'value': '247'}","{'key': 'prftchange', 'value': '9.3'}","{'key': 'assets', 'value': '3967'}","{'key': 'employees', 'value': '30000'}","{'key': 'mktval', 'value': '2963'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Lake Forest'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tenneco'}"
"{'key': 'rank', 'value': '49'}","{'key': 'revenues', 'value': '58327'}","{'key': 'revchange', 'value': '-9.4'}","{'key': 'profits', 'value': '2196'}","{'key': 'prftchange', 'value': '-70.8'}","{'key': 'assets', 'value': '496943'}","{'key': 'employees', 'value': '66400'}","{'key': 'mktval', 'value': '61283'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AIG'}"
"{'key': 'rank', 'value': '333'}","{'key': 'revenues', 'value': '8229'}","{'key': 'revchange', 'value': '21.4'}","{'key': 'profits', 'value': '3433'}","{'key': 'prftchange', 'value': '993.3'}","{'key': 'assets', 'value': '24145'}","{'key': 'employees', 'value': '12500'}","{'key': 'mktval', 'value': '18859'}","{'key': 'sector', 'value': 'Telecommunications'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Broomfield'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Level 3 Communications'}"
"{'key': 'rank', 'value': '48'}","{'key': 'revenues', 'value': '58363'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '4844'}","{'key': 'prftchange', 'value': '59.8'}","{'key': 'assets', 'value': '38311'}","{'key': 'employees', 'value': '341240'}","{'key': 'mktval', 'value': '93277'}","{'key': 'sector', 'value': 'Transportation'}","{'key': 'industry', 'value': 'Mail, Package, and Freight Delivery'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UPS'}"
"{'key': 'rank', 'value': '332'}","{'key': 'revenues', 'value': '8286'}","{'key': 'revchange', 'value': '4.5'}","{'key': 'profits', 'value': '694'}","{'key': 'prftchange', 'value': '34.7'}","{'key': 'assets', 'value': '21461'}","{'key': 'employees', 'value': '9843'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'Madison'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Family Insurance Group'}"
"{'key': 'rank', 'value': '47'}","{'key': 'revenues', 'value': '59074'}","{'key': 'revchange', 'value': '5.1'}","{'key': 'profits', 'value': '2546'}","{'key': 'prftchange', 'value': '-5.6'}","{'key': 'assets', 'value': '31266'}","{'key': 'employees', 'value': '225000'}","{'key': 'mktval', 'value': '67981'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Mooresville'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Lowe's""}"
"{'key': 'rank', 'value': '46'}","{'key': 'revenues', 'value': '60337'}","{'key': 'revchange', 'value': '4'}","{'key': 'profits', 'value': '2390'}","{'key': 'prftchange', 'value': '17.1'}","{'key': 'assets', 'value': '53424'}","{'key': 'employees', 'value': '50100'}","{'key': 'mktval', 'value': '39278'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqcity', 'value': 'Hartford'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aetna'}"
"{'key': 'rank', 'value': '331'}","{'key': 'revenues', 'value': '8394'}","{'key': 'revchange', 'value': '-0.4'}","{'key': 'profits', 'value': '978'}","{'key': 'prftchange', 'value': '50'}","{'key': 'assets', 'value': '13693'}","{'key': 'employees', 'value': '9950'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Irvine'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Broadcom'}"
"{'key': 'rank', 'value': '45'}","{'key': 'revenues', 'value': '61047'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '7608'}","{'key': 'prftchange', 'value': '22.3'}","{'key': 'assets', 'value': '87484'}","{'key': 'employees', 'value': '197200'}","{'key': 'mktval', 'value': '83727'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Farmington'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'yes'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Technologies'}"
"{'key': 'rank', 'value': '330'}","{'key': 'revenues', 'value': '8502'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '313'}","{'key': 'prftchange', 'value': '27.8'}","{'key': 'assets', 'value': '17634'}","{'key': 'employees', 'value': '26350'}","{'key': 'mktval', 'value': '2607'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Automotive Retailing, Services'}","{'key': 'hqcity', 'value': 'Parsippany'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avis Budget Group'}"
"{'key': 'rank', 'value': '329'}","{'key': 'revenues', 'value': '8533'}","{'key': 'revchange', 'value': '-2'}","{'key': 'profits', 'value': '1933'}","{'key': 'prftchange', 'value': '9'}","{'key': 'assets', 'value': '190817'}","{'key': 'employees', 'value': '24043'}","{'key': 'mktval', 'value': '18220'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SunTrust Banks'}"
